Routes:67290,Airports found:132920,Airports not found:1660
1;5;5
2;8;8
3;10;12
4;11;11
5;52;50
6;6;6
7;5;5
8;9;9
9;8;8
10;2;2
11;1;1
12;1;1
13;0;0
14;0;0
15;1;1
16;45;46
17;0;0
18;5;5
19;0;0
20;0;0
21;4;4
22;0;0
23;0;0
24;3;3
25;0;0
26;0;0
27;6;6
28;4;4
29;6;6
30;6;6
31;1;1
32;6;6
33;2;2
34;2;2
35;0;0
36;2;2
37;5;5
38;0;0
39;0;0
40;4;4
41;6;5
42;0;0
43;0;0
44;0;0
45;7;8
46;0;0
47;0;0
48;2;2
49;68;71
50;7;7
51;0;0
52;0;0
53;0;0
54;8;8
55;18;18
56;4;4
57;0;0
58;4;5
59;0;0
60;2;2
61;1;1
62;3;3
63;2;2
64;0;0
65;3;3
66;0;0
67;4;3
68;3;3
69;4;5
70;4;4
71;4;4
72;3;3
73;43;52
74;0;0
75;3;3
76;0;0
77;1;1
78;5;5
79;3;3
80;5;5
81;0;0
82;0;0
83;0;0
84;0;0
85;1;1
86;0;0
87;15;15
88;0;0
89;0;0
90;12;13
91;3;3
92;0;0
93;0;0
94;6;6
95;0;0
96;0;0
97;0;0
98;0;0
99;2;2
100;45;44
101;0;0
102;0;0
103;0;0
104;0;0
105;1;1
106;2;2
107;0;0
108;2;2
109;2;2
110;0;0
111;28;29
112;3;3
113;3;3
114;0;0
115;3;3
116;1;1
117;10;10
119;7;7
120;16;17
121;13;14
122;4;4
123;0;0
124;0;0
125;3;3
126;2;2
127;4;4
128;2;2
129;0;0
130;0;0
131;0;0
132;25;23
133;6;5
134;0;0
135;3;3
136;4;4
137;0;0
138;0;0
139;2;2
140;3;3
141;6;7
142;0;0
143;5;6
144;14;14
145;1;1
146;185;186
147;3;5
148;4;4
149;5;5
150;0;0
151;0;0
152;2;2
153;7;7
154;10;9
155;6;6
156;158;157
157;0;0
158;0;0
159;0;0
160;41;40
161;16;15
162;5;5
163;0;0
164;4;4
165;0;0
166;15;15
167;1;1
168;6;6
169;18;16
170;4;4
171;0;0
172;10;10
173;5;5
174;6;6
175;2;2
176;5;5
177;2;2
178;115;113
179;4;4
180;3;3
181;1;1
182;4;4
183;4;4
184;13;13
185;0;0
186;0;0
187;8;8
188;15;15
189;22;21
190;2;1
191;0;0
192;8;8
193;319;317
194;0;0
195;0;0
196;30;28
197;0;0
198;1;1
199;1;1
200;2;2
201;0;0
202;22;22
203;0;0
204;0;0
205;0;0
206;1;1
207;0;0
208;0;0
209;6;6
210;88;88
211;2;1
212;0;0
213;0;0
214;0;0
215;0;0
216;4;4
217;0;0
218;0;0
219;0;0
220;9;9
221;16;16
222;1;1
224;2;2
225;1;2
226;0;0
227;0;0
228;0;0
229;0;0
230;6;6
231;34;34
232;0;0
233;2;1
234;6;5
235;4;4
236;2;2
237;4;4
238;6;6
239;2;3
240;1;1
241;0;0
242;0;0
243;5;6
244;2;2
245;41;39
246;33;33
247;2;2
248;54;53
249;3;3
250;0;0
251;1;1
252;2;2
253;50;52
254;0;0
255;0;0
256;0;0
257;0;0
258;0;0
259;0;0
260;30;30
261;0;0
262;2;2
263;2;2
264;3;3
265;0;0
266;1;1
267;1;1
268;1;1
269;1;1
270;7;7
271;0;0
272;0;0
273;60;59
274;0;0
275;8;8
276;1;1
277;1;1
278;0;0
279;0;0
280;17;17
281;0;0
282;0;0
283;0;0
